Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier2,exposure_value,modifier2_value,outcome,modifier1,modifier1_value,modifier_var
0,0,1376090,0,0,Contrast 3,COHORThistorical,t,1,0,bmi,NA,NA,NA
0,0,1850213,0,0,Contrast 3,COHORThistorical,t,1,0,sbp,NA,NA,NA
0,0,117801,0,0,Contrast 3,COHORThistorical,t,1,0,ldl,NA,NA,NA
0,0,1376090,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,NA,NA,NA
0,0,1850213,0,0,Contrast 3,COHORTexposed,t,1,0,sbp,NA,NA,NA
0,0,117801,0,0,Contrast 3,COHORTexposed,t,1,0,ldl,NA,NA,NA
0,0,1376090,0,0,Contrast 3,COHORTunexposed,t,1,0,bmi,NA,NA,NA
0,0,1850213,0,0,Contrast 3,COHORTunexposed,t,1,0,sbp,NA,NA,NA
0,0,117801,0,0,Contrast 3,COHORTunexposed,t,1,0,ldl,NA,NA,NA
0.015229741825471247,0.014734131407248083,1376090,-0.013649155732734996,0.04410863938367749,Contrast 3,COHORThistorical,t,1,100,bmi,NA,NA,NA
-0.004047407754510879,0.07230987446674425,1850213,-0.1457747617093296,0.13767994620030785,Contrast 3,COHORThistorical,t,1,100,sbp,NA,NA,NA
2.2810350884572492,0.8626165125657362,117801,0.5903067238284063,3.9717634530860924,Contrast 3,COHORThistorical,t,1,100,ldl,NA,NA,NA
0,0,1376090,0,0,Contrast 3,COHORTexposed,t,1,100,bmi,NA,NA,NA
0,0,1850213,0,0,Contrast 3,COHORTexposed,t,1,100,sbp,NA,NA,NA
0,0,117801,0,0,Contrast 3,COHORTexposed,t,1,100,ldl,NA,NA,NA
-0.03346185149907947,0.01450474910846702,1376090,-0.061891159751674835,-0.005032543246484115,Contrast 3,COHORTunexposed,t,1,100,bmi,NA,NA,NA
-0.2748866920488935,0.07303578325259878,1850213,-0.4180368272239871,-0.13173655687379987,Contrast 3,COHORTunexposed,t,1,100,sbp,NA,NA,NA
