term,estimate,std.error,statistic,p.value,model,outcome
(Intercept),2.939916253530314,0.11131042184908774,697.5868114106368,0,PCRSU401,BMI
COHORTunexposed,0.23056155456270563,0.0302578533075487,58.062744122819865,2.5424107263916085e-14,PCRSU401,BMI
COHORTexposed,0.29171112404200344,0.04131769089500018,49.84641132174537,1.6626700016786344e-12,PCRSU401,BMI
t,2.929707671079738e-4,7.644358317014003e-5,14.688129909296242,1.26842642828362e-4,PCRSU401,BMI
lb_bmi,0.915091422178678,0.0015860484710582452,332886.40389537165,0,PCRSU401,BMI
age,-0.01232496529817107,5.290858344227032e-4,542.6491690004069,0,PCRSU401,BMI
antihypertensives,0.1450159656121838,0.01784333321099983,66.05104091182086,4.440892098500626e-16,PCRSU401,BMI
nhblack,0.133249565129876,0.022305382214391337,35.68718249092053,2.3168335028245224e-9,PCRSU401,BMI
hispanic,0.13629785905468234,0.024625928767104687,30.633232724988883,3.1170870440355714e-8,PCRSU401,BMI
smoking,-0.0015845394691158716,0.02866377977099328,0.003055900475857685,0.9559152364140194,PCRSU401,BMI
siteSource2,-0.15148764315821006,0.03312106401266346,20.919237844946245,4.790592311065822e-6,PCRSU401,BMI
siteSource3,0.10196617504635688,0.04624564814668951,4.861502523654814,0.02746240951227763,PCRSU401,BMI
siteSource4,0.2909328485866936,0.05135851011030569,32.08933265723675,1.4724358732287612e-8,PCRSU401,BMI
siteSource5,-0.1197682091624193,0.042080854642574064,8.100540701681075,0.004425205576010005,PCRSU401,BMI
siteSource6,-0.13011412541791223,0.15477887803847626,0.7066844015281281,0.4005467124910981,PCRSU401,BMI
siteSource7,0.054580806957447214,0.06781592908431631,0.6477634995080623,0.4209134234821994,PCRSU401,BMI
hospitalization,-0.5514005352876403,0.021706228359053028,645.3058933959962,0,PCRSU401,BMI
hba1c,0.0019404603538830084,0.01195514268721938,0.02634511023841678,0.8710603475360932,PCRSU401,BMI
serum_creatinine,-0.06182886064559834,0.008561089623016124,52.15841675107399,5.120348589571222e-13,PCRSU401,BMI
hdl,-3.5921502591708897e-4,8.184087132217047e-4,0.1926497726311421,0.6607203247063517,PCRSU401,BMI
ldl,2.1610338830276612e-4,3.765039374267503e-4,0.329445900594135,0.5659855441686983,PCRSU401,BMI
COHORTunexposed:t,-6.703305689621887e-4,9.699495459888473e-5,47.76169837315726,4.813038856354979e-12,PCRSU401,BMI
COHORTexposed:t,-3.2387549890349984e-4,1.6281947128665014e-4,3.95679463057866,0.04668251574672122,PCRSU401,BMI
