Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier2,exposure_value,modifier2_value,outcome,modifier1,modifier1_value,modifier_var
0,0,1230606,0,0,Contrast 3,COHORThistorical,t,1,0,bmi,NA,NA,NA
0,0,1230606,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,NA,NA,NA
0,0,1230606,0,0,Contrast 3,COHORTunexposed,t,1,0,bmi,NA,NA,NA
0.02837089456406178,0.015906313461469885,1230606,-0.002805479820419194,0.05954726894854276,Contrast 3,COHORThistorical,t,1,100,bmi,NA,NA,NA
0,0,1230606,0,0,Contrast 3,COHORTexposed,t,1,100,bmi,NA,NA,NA
-0.035299509883598826,0.015175665533506766,1230606,-0.06504381432927209,-0.005555205437925564,Contrast 3,COHORTunexposed,t,1,100,bmi,NA,NA,NA
0,0,1230600,0,0,Contrast 3,COHORThistorical,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1230600,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1230600,0,0,Contrast 3,COHORTunexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1230600,0,0,Contrast 3,COHORThistorical,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1230600,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1230600,0,0,Contrast 3,COHORTunexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
-0.027239196318043377,0.026969232950105962,1230600,-0.08009889290025106,0.025620500264164306,Contrast 3,COHORThistorical,t,1,100,bmi,sex_categoryMale,1,sex_category
0,0,1230600,0,0,Contrast 3,COHORTexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
-0.0732862422862041,0.025620899669211626,1230600,-0.12350320563785888,-0.02306927893454932,Contrast 3,COHORTunexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
