Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier2,exposure_value,modifier2_value,outcome,modifier1,modifier1_value,modifier_var
0,0,1376090,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,NA,NA,NA
0,0,1850213,0,0,Contrast 1,COHORThistorical,t,1,0,sbp,NA,NA,NA
0,0,117801,0,0,Contrast 1,COHORThistorical,t,1,0,ldl,NA,NA,NA
0,0,1376090,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,NA,NA,NA
0,0,1850213,0,0,Contrast 1,COHORTexposed,t,1,0,sbp,NA,NA,NA
0,0,117801,0,0,Contrast 1,COHORTexposed,t,1,0,ldl,NA,NA,NA
0,0,1376090,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,NA,NA,NA
0,0,1850213,0,0,Contrast 1,COHORTunexposed,t,1,0,sbp,NA,NA,NA
0,0,117801,0,0,Contrast 1,COHORTunexposed,t,1,0,ldl,NA,NA,NA
0.006754572193962994,0.006447595355136047,1376090,-0.005882714702103657,0.019391859090029644,Contrast 1,COHORThistorical,t,1,100,bmi,NA,NA,NA
0.414355191440107,0.03283719515219034,1850213,0.34999428894181395,0.4787160939384001,Contrast 1,COHORThistorical,t,1,100,sbp,NA,NA,NA
-1.2331528093659208,0.32085428701044516,117801,-1.8620272119063932,-0.6042784068254482,Contrast 1,COHORThistorical,t,1,100,ldl,NA,NA,NA
-0.008475169631508253,0.013248401596581262,1376090,-0.03444203676080752,0.01749169749779102,Contrast 1,COHORTexposed,t,1,100,bmi,NA,NA,NA
0.4184025991946179,0.06441345107896049,1850213,0.2921522350798553,0.5446529633093805,Contrast 1,COHORTexposed,t,1,100,sbp,NA,NA,NA
-3.51418789782317,0.8006719517120161,117801,-5.0835049231787215,-1.9448708724676187,Contrast 1,COHORTexposed,t,1,100,ldl,NA,NA,NA
-0.041937021130587726,0.005905268464108052,1376090,-0.05351134732023951,-0.030362694940935943,Contrast 1,COHORTunexposed,t,1,100,bmi,NA,NA,NA
0.14351590714572443,0.034453432276132644,1850213,0.07598717988450444,0.21104463440694443,Contrast 1,COHORTunexposed,t,1,100,sbp,NA,NA,NA
-2.759318141068662,0.3935938646115195,117801,-3.5307621157072404,-1.9878741664300836,Contrast 1,COHORTunexposed,t,1,100,ldl,NA,NA,NA
0,0,1376084,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1850207,0,0,Contrast 1,COHORThistorical,t,1,0,sbp,sex_categoryMale,1,sex_category
0,0,117795,0,0,Contrast 1,COHORThistorical,t,1,0,ldl,sex_categoryMale,1,sex_category
0,0,1376084,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1850207,0,0,Contrast 1,COHORTexposed,t,1,0,sbp,sex_categoryMale,1,sex_category
0,0,117795,0,0,Contrast 1,COHORTexposed,t,1,0,ldl,sex_categoryMale,1,sex_category
0,0,1376084,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1850207,0,0,Contrast 1,COHORTunexposed,t,1,0,sbp,sex_categoryMale,1,sex_category
0,0,117795,0,0,Contrast 1,COHORTunexposed,t,1,0,ldl,sex_categoryMale,1,sex_category
0,0,1376084,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1850207,0,0,Contrast 1,COHORThistorical,t,1,0,sbp,sex_categoryFemale,1,sex_category
0,0,117795,0,0,Contrast 1,COHORThistorical,t,1,0,ldl,sex_categoryFemale,1,sex_category
0,0,1376084,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1850207,0,0,Contrast 1,COHORTexposed,t,1,0,sbp,sex_categoryFemale,1,sex_category
0,0,117795,0,0,Contrast 1,COHORTexposed,t,1,0,ldl,sex_categoryFemale,1,sex_category
0,0,1376084,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1850207,0,0,Contrast 1,COHORTunexposed,t,1,0,sbp,sex_categoryFemale,1,sex_category
0,0,117795,0,0,Contrast 1,COHORTunexposed,t,1,0,ldl,sex_categoryFemale,1,sex_category
-0.010652326577748828,0.011456157883951632,1376084,-0.03310639603029403,0.011801742874796371,Contrast 1,COHORThistorical,t,1,100,bmi,sex_categoryMale,1,sex_category
0.3301052730254296,0.05717985058571609,1850207,0.21803276587742604,0.4421777801734331,Contrast 1,COHORThistorical,t,1,100,sbp,sex_categoryMale,1,sex_category
-0.08522253077488029,0.2600105547207627,117795,-0.5948432180275751,0.42439815647781454,Contrast 1,COHORThistorical,t,1,100,ldl,sex_categoryMale,1,sex_category
0.01142674819772499,0.022872344680235666,1376084,-0.03340304737553691,0.05625654377098689,Contrast 1,COHORTexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
0.5550481048354104,0.11510756292391755,1850207,0.32943728150453205,0.7806589281662888,Contrast 1,COHORTexposed,t,1,100,sbp,sex_categoryMale,1,sex_category
-0.5548166999177901,0.4319953815183668,117795,-1.401527647693789,0.29189424785820883,Contrast 1,COHORTexposed,t,1,100,ldl,sex_categoryMale,1,sex_category
-0.053970987592812825,0.008759852521020045,1376084,-0.07114029853401212,-0.03680167665161353,Contrast 1,COHORTunexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
0.17140888452498376,0.04097050872386973,1850207,0.0911066874261991,0.25171108162376843,Contrast 1,COHORTunexposed,t,1,100,sbp,sex_categoryMale,1,sex_category
-0.2009535764549758,0.29208518349870466,117795,-0.7734405361124369,0.3715333832024853,Contrast 1,COHORTunexposed,t,1,100,ldl,sex_categoryMale,1,sex_category
0.016556554163407507,0.007846786690574219,1376084,0.0011768522498820377,0.03193625607693298,Contrast 1,COHORThistorical,t,1,100,bmi,sex_categoryFemale,1,sex_category
