xw_bar,x_bar,sd_hat,psb,treatment_level,variable,level
0.6185695394841457,0.6221800521215625,0.4848422783375768,0.007446777640342002,unexposed,female,NA
0.636467149402383,0.6221800521215625,0.4848422783375768,0.029467515353256816,historical,female,NA
0.6399712504303593,0.6221800521215625,0.4848422783375768,0.03669481623962156,exposed,female,NA
0.192752984071086,0.2019135109422034,0.4014280072954503,0.022819849897456883,unexposed,nhblack,NA
0.21952733110670322,0.2019135109422034,0.4014280072954503,0.043877905488383356,historical,nhblack,NA
0.2378313516973227,0.2019135109422034,0.4014280072954503,0.08947517388512416,exposed,nhblack,NA
0.06800066980900842,0.06590641136137532,0.24811843200947506,0.008440559738637733,unexposed,nhother,NA
0.06497812258269416,0.06590641136137532,0.24811843200947506,0.0037413132557830744,historical,nhother,NA
0.06641349437232633,0.06590641136137532,0.24811843200947506,0.0020437135880805707,exposed,nhother,NA
0.2152892345354826,0.22454981854637618,0.41728551081623444,0.022192440836920853,unexposed,hispanic,NA
0.21516724831651718,0.22454981854637618,0.41728551081623444,0.022484773582255837,historical,hispanic,NA
0.24045098059812353,0.22454981854637618,0.41728551081623444,0.03810619261772058,exposed,hispanic,NA
0.2894642713592633,0.25689690007135385,0.43692205575489396,0.07453817187516665,unexposed,hospitalization,NA
0.10506981576716051,0.25689690007135385,0.43692205575489396,0.3474923783416551,historical,hospitalization,NA
0.2575787430866575,0.25689690007135385,0.43692205575489396,0.0015605598443081692,exposed,hospitalization,NA
0.39282576212801645,0.3806983295034361,0.485558556115253,0.024976251518677373,unexposed,smoking,NA
0.42884778873712254,0.3806983295034361,0.485558556115253,0.09916303322694951,historical,smoking,NA
0.3376620912133682,0.3806983295034361,0.485558556115253,0.08863243731998557,exposed,smoking,NA
0.027158423265848036,0.03133175962701626,0.17421274484288207,0.02395540214312131,unexposed,obesity,NA
0.02633460850511663,0.03133175962701626,0.17421274484288207,0.028684187981805966,historical,obesity,NA
0.03440182750761871,0.03133175962701626,0.17421274484288207,0.017622521724063655,exposed,obesity,NA
0.03433650471397774,0.03852085246119655,0.19244998411758646,0.021742520615965235,unexposed,cardiovascular,NA
0.03563392818766445,0.03852085246119655,0.19244998411758646,0.015000906790245279,historical,cardiovascular,NA
0.03586706156847809,0.03852085246119655,0.19244998411758646,0.013789509543929077,exposed,cardiovascular,NA
0.001386481766059228,0.0017927976082391965,0.04230346894729897,0.009604787793789458,unexposed,cerebrovascular,NA
0.0018924576553499455,0.0017927976082391965,0.04230346894729897,0.0023558362846059742,historical,cerebrovascular,NA
0.0016747557982363056,0.0017927976082391965,0.04230346894729897,0.0027903576926503497,exposed,cerebrovascular,NA
0.06571850403853316,0.07727955111007676,0.26703449606802077,0.04329420820821101,unexposed,hypertension,NA
0.07608590035468153,0.07727955111007676,0.26703449606802077,0.004470024558516846,historical,hypertension,NA
0.07265422157104082,0.07727955111007676,0.26703449606802077,0.017321093743101056,exposed,hypertension,NA
0.021754821574356598,0.023925280492264885,0.15281643054865315,0.014203046819741445,unexposed,pulmonary,NA
0.019427572798770318,0.023925280492264885,0.15281643054865315,0.02943209494781782,historical,pulmonary,NA
0.024062519868313096,0.023925280492264885,0.15281643054865315,8.98066886888298e-4,exposed,pulmonary,NA
0.04859671272378765,0.056499978261369946,0.23088466973325592,0.03423036075419405,unexposed,hyperlipidemia,NA
0.05272866157481859,0.056499978261369946,0.23088466973325592,0.016334201360828356,historical,hyperlipidemia,NA
0.05652252353629167,0.056499978261369946,0.23088466973325592,9.764734465813578e-5,exposed,hyperlipidemia,NA
0.11263845923455246,0.111575436882527,0.31484338768187625,0.00337635279512225,unexposed,antidepressants,NA
0.09461910210960044,0.111575436882527,0.31484338768187625,0.053856410635689016,historical,antidepressants,NA
0.10890548310161705,0.111575436882527,0.31484338768187625,0.008480259981218733,exposed,antidepressants,NA
0.03791135775460058,0.03796076305148986,0.19110139591336978,2.585292307947131e-4,unexposed,antipsychotics,NA
0.029049350767401005,0.03796076305148986,0.19110139591336978,0.04663185342784511,historical,antipsychotics,NA
0.035327606427490665,0.03796076305148986,0.19110139591336978,0.01377884557783587,exposed,antipsychotics,NA
0.24168505389798184,0.2403090465948354,0.42727111851787575,0.0032204547499478813,unexposed,antihypertensives,NA
0.19193147520219828,0.2403090465948354,0.42727111851787575,0.11322452956907068,historical,antihypertensives,NA
0.22603342276988372,0.2403090465948354,0.42727111851787575,0.033411160282658864,exposed,antihypertensives,NA
0.11983751671673881,0.11724538309859875,0.32171245428279827,0.0080572995655974,unexposed,statins,NA
0.0829201603828091,0.11724538309859875,0.32171245428279827,0.10669534939923835,historical,statins,NA
0.10779151857217256,0.11724538309859875,0.32171245428279827,0.02938606945603622,exposed,statins,NA
0.08232491248408745,0.08403642882900393,0.27744243990181405,0.00616890604596103,unexposed,immunosuppresants,NA
0.06641852402862525,0.08403642882900393,0.27744243990181405,0.06350111686811001,historical,immunosuppresants,NA
0.08628583329567537,0.08403642882900393,0.27744243990181405,0.008107643760152524,exposed,immunosuppresants,NA
51.425583288632325,51.064678818134624,19.19064416834842,0.018806271813061343,unexposed,age,NA
48.28730153766834,51.064678818134624,19.19064416834842,0.1447255889954479,historical,age,NA
48.75341397933172,51.064678818134624,19.19064416834842,0.12043706394259183,exposed,age,NA
6.16276563261422,6.173224724073396,0.7272139953772438,0.01438241222757347,unexposed,hba1c,NA
