Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier2,exposure_value,modifier2_value,outcome,modifier1,modifier1_value,modifier_var
-0.26891239935148703,0.0351951314061817,1230596,-0.3378948569076031,-0.1999299417953709,Contrast 3,COHORThistorical,t,1,0,bmi,NA,NA,NA
0,0,1230596,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,NA,NA,NA
-0.06553772058857218,0.02783596938217272,1230596,-0.12009622057763071,-0.010979220599513659,Contrast 3,COHORTunexposed,t,1,0,bmi,NA,NA,NA
-0.26891239935148703,0.0351951314061817,1230596,-0.3378948569076031,-0.1999299417953709,Contrast 3,COHORThistorical,t,1,100,bmi,NA,NA,NA
0,0,1230596,0,0,Contrast 3,COHORTexposed,t,1,100,bmi,NA,NA,NA
-0.06553772058857218,0.02783596938217272,1230596,-0.12009622057763071,-0.010979220599513659,Contrast 3,COHORTunexposed,t,1,100,bmi,NA,NA,NA
-0.08692013677587229,0.05717965912109769,1230590,-0.19899226865322375,0.02515199510147917,Contrast 3,COHORThistorical,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1230590,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
0.07168494831545186,0.044883733243139004,1230590,-0.016287168841100583,0.1596570654720043,Contrast 3,COHORTunexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
-0.3608625173364326,0.0444755670472298,1230590,-0.448034628749003,-0.2736904059238622,Contrast 3,COHORThistorical,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1230590,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
-0.16085676274028327,0.03447660634493719,1230590,-0.22843091117636016,-0.09328261430420637,Contrast 3,COHORTunexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
-0.08692013677587229,0.05717965912109769,1230590,-0.19899226865322375,0.02515199510147917,Contrast 3,COHORThistorical,t,1,100,bmi,sex_categoryMale,1,sex_category
0,0,1230590,0,0,Contrast 3,COHORTexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
0.07168494831545186,0.044883733243139004,1230590,-0.016287168841100583,0.1596570654720043,Contrast 3,COHORTunexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
-0.3608625173364326,0.0444755670472298,1230590,-0.448034628749003,-0.2736904059238622,Contrast 3,COHORThistorical,t,1,100,bmi,sex_categoryFemale,1,sex_category
0,0,1230590,0,0,Contrast 3,COHORTexposed,t,1,100,bmi,sex_categoryFemale,1,sex_category
-0.16085676274028327,0.03447660634493719,1230590,-0.22843091117636016,-0.09328261430420637,Contrast 3,COHORTunexposed,t,1,100,bmi,sex_categoryFemale,1,sex_category
-0.29964179368331384,0.06427840584302252,1230584,-0.425627469135638,-0.1736561182309897,Contrast 3,COHORThistorical,t,1,0,bmi,age_category18 to 39,1,age_category
0,0,1230584,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,age_category18 to 39,1,age_category
-0.322996778832742,0.05028076649473382,1230584,-0.42154708116242035,-0.22444647650306374,Contrast 3,COHORTunexposed,t,1,0,bmi,age_category18 to 39,1,age_category
-0.303326005038837,0.053706052728192524,1230584,-0.40858986838609435,-0.19806214169157965,Contrast 3,COHORThistorical,t,1,0,bmi,age_category40 to 64,1,age_category
0,0,1230584,0,0,Contrast 3,COHORTexposed,t,1,0,bmi,age_category40 to 64,1,age_category
-0.03788859268110253,0.04211406778615467,1230584,-0.12043216554196567,0.04465498017976061,Contrast 3,COHORTunexposed,t,1,0,bmi,age_category40 to 64,1,age_category
