term,estimate,std.error,statistic,p.value,model,outcome,modifier
(Intercept),2.9168437071963744,0.10962792004304786,707.9196530934939,0,PCRSE402,BMI,sex
COHORTunexposed,0.20000575459614933,0.03488948376932553,32.86214409757044,9.893111441172664e-9,PCRSE402,BMI,sex
COHORTexposed,0.3608625173364326,0.0444755670472298,65.8325323161194,4.440892098500626e-16,PCRSE402,BMI,sex
sex_categoryMale,0.049598275381352794,0.051076583721415124,0.9429517437361058,0.33151988305235836,PCRSE402,BMI,sex
t,4.845533799253455e-4,9.40122828858087e-5,26.565259162152373,2.5478434673154027e-7,PCRSE402,BMI,sex
lb_bmi,0.915270435012773,0.0013720980675774798,444967.7776917652,0,PCRSE402,BMI,sex
age,-0.010654815038879679,4.682960951930146e-4,517.6673294410257,0,PCRSE402,BMI,sex
antihypertensives,0.1102328831726089,0.016681244269135774,43.668215962818756,3.890388011740242e-11,PCRSE402,BMI,sex
nhblack,0.1802785361271405,0.0201034589036244,80.41674177595131,0,PCRSE402,BMI,sex
hispanic,0.1101027860340766,0.021891382592608234,25.295905761945992,4.917514477842388e-7,PCRSE402,BMI,sex
smoking,0.018477793295279057,0.025026693679899,0.545121426866649,0.46031795678184484,PCRSE402,BMI,sex
siteSource2,-0.12383304546061778,0.02841543619215112,18.991726763020708,1.3128646504378949e-5,PCRSE402,BMI,sex
siteSource3,0.26638012130977284,0.037655732297658825,50.042780145111124,1.5043521983670871e-12,PCRSE402,BMI,sex
siteSource4,0.3137487960699345,0.04239753200093969,54.76246425352054,1.3600232051658168e-13,PCRSE402,BMI,sex
siteSource5,-0.3131959896439568,0.03933328628740654,63.40330818948366,1.6653345369377348e-15,PCRSE402,BMI,sex
siteSource6,-0.1933066818428857,0.11450797392751975,2.8498517687139415,0.09138236192476512,PCRSE402,BMI,sex
siteSource7,0.19624747105805704,0.054857286488789035,12.79792306065892,3.47004374735449e-4,PCRSE402,BMI,sex
hospitalization,-0.6403090347953077,0.0203755443122823,987.5539284677394,0,PCRSE402,BMI,sex
hba1c,0.001202599034674289,0.011809907864033032,0.010369281936312293,0.9188918738496095,PCRSE402,BMI,sex
serum_creatinine,-0.045401393005752404,0.00882197335899076,26.485420488947806,2.655346241775547e-7,PCRSE402,BMI,sex
hdl,-0.0017475812901676724,9.214746440189053e-4,3.5967312990481375,0.057893296536645544,PCRSE402,BMI,sex
ldl,-1.443683009931615e-4,3.455340403760496e-4,0.17456694597818673,0.6760845077214996,PCRSE402,BMI,sex
OA,-0.013751695246093954,0.002599855976122787,27.977821720085068,1.227138545223383e-7,PCRSE402,BMI,sex
OT,0.01093481233826748,0.0018470581197600681,35.04786326558449,3.216997890298501e-9,PCRSE402,BMI,sex
AV,0.0010877123841392593,9.852759157682278e-4,1.2187437807655481,0.2696073264880309,PCRSE402,BMI,sex
TH,-0.014762284023128087,0.0053920576291533245,7.4954560709175455,0.006185486442589094,PCRSE402,BMI,sex
IP,-0.033027021199330264,0.00667092665308933,24.51130754964596,7.387501579358968e-7,PCRSE402,BMI,sex
ED,-0.05988433023208433,0.009259117369241015,41.82993740197857,9.956713231673575e-11,PCRSE402,BMI,sex
OS,-0.0417256623682225,0.02659407905187711,2.46170817761666,0.1166518613861619,PCRSE402,BMI,sex
IC,-0.01831576642365593,0.21857010341979702,0.0070221269619846335,0.9332169330781741,PCRSE402,BMI,sex
NI,-0.031788626217723784,0.02916929162695723,1.1876589740246606,0.2758022780431598,PCRSE402,BMI,sex
IS,-0.30939981212840356,0.12001120096466154,6.6465538496982015,0.009934779510695657,PCRSE402,BMI,sex
UN,-0.0215056400435358,0.00738053149660946,8.490425761192789,0.0035702024817444444,PCRSE402,BMI,sex
EI,-0.08727697004407022,0.01672064690851858,27.245398812158278,1.7920107375779537e-7,PCRSE402,BMI,sex
COHORTunexposed:sex_categoryMale,-0.04140066950482519,0.05490241873484251,0.5686326244192528,0.4508027871561546,PCRSE402,BMI,sex
COHORTexposed:sex_categoryMale,-0.2739423805605603,0.07210888822757419,14.43247625254215,1.452752874768759e-4,PCRSE402,BMI,sex
COHORTunexposed:t,-7.807527235942302e-4,1.2094833723627933e-4,41.670356066781274,1.0803469230324936e-10,PCRSE402,BMI,sex
COHORTexposed:t,-6.803444788886539e-4,1.956985471429786e-4,12.085998236754683,5.080189456626583e-4,PCRSE402,BMI,sex
sex_categoryMale:t,-4.6525106569760824e-4,1.565124561992617e-4,8.836431988314475,0.002952758586216908,PCRSE402,BMI,sex
COHORTunexposed:sex_categoryMale:t,3.0763337721198634e-4,1.9709785446213297e-4,2.4361448817183735,0.11856730003051086,PCRSE402,BMI,sex
COHORTexposed:sex_categoryMale:t,9.378132977675956e-4,3.3313286538606157e-4,7.92497338575202,0.0048757062212327895,PCRSE402,BMI,sex
(Intercept),2.876509530170407,0.11229469205647256,656.1651754301657,0,PCRSE402,BMI,age
COHORTunexposed,-0.02335498514942817,0.05251701345267229,0.19776942451012805,0.656527358557683,PCRSE402,BMI,age
COHORTexposed,0.29964179368331384,0.06427840584302252,21.730743295855987,3.1372314288624636e-6,PCRSE402,BMI,age
age_category40 to 64,0.21311428852936204,0.06500187932850575,10.749129890746401,0.001043283590429489,PCRSE402,BMI,age
age_category65 plus,0.24979958906598024,0.07762741094994667,10.355074691016805,0.0012911924097124272,PCRSE402,BMI,age
t,9.367764118342476e-4,1.4889194641032777e-4,39.58489329120163,3.141036319931345e-10,PCRSE402,BMI,age
lb_bmi,0.9153954580338368,0.0013734543943440794,444210.70466310554,0,PCRSE402,BMI,age
age,-0.012317786570767994,0.001023556585232477,144.82436607546362,0,PCRSE402,BMI,age
antihypertensives,0.08322483074781427,0.01631658534735199,26.016405157056358,3.3852849323778855e-7,PCRSE402,BMI,age
nhblack,0.16004426455626983,0.019628150510796652,66.48466291241749,3.3306690738754696e-16,PCRSE402,BMI,age
hispanic,0.10705126219210757,0.020967562524921605,26.06679826918833,3.298068591561787e-7,PCRSE402,BMI,age
smoking,0.029204454913522304,0.02420401334347127,1.455872833358638,0.22758793942655997,PCRSE402,BMI,age
siteSource2,-0.10899706556437615,0.02757023974788527,15.629623860907996,7.703819401183587e-5,PCRSE402,BMI,age
siteSource3,0.22255142869679428,0.03688022873751599,36.41443377980503,1.5951753251641776e-9,PCRSE402,BMI,age
siteSource4,0.29378794333554537,0.04115071416683739,50.96982991966458,9.379164112033322e-13,PCRSE402,BMI,age
siteSource5,-0.2848180747085062,0.038324362913388824,55.231292262205955,1.071365218763276e-13,PCRSE402,BMI,age
siteSource6,-0.18435273664263677,0.1137075800755691,2.628574823346863,0.1049558844519679,PCRSE402,BMI,age
siteSource7,0.1913340880828979,0.05434687738092934,12.394685457570883,4.3055751526377417e-4,PCRSE402,BMI,age
hospitalization,-0.5583585637663346,0.019984635493621294,780.6096217868421,0,PCRSE402,BMI,age
hba1c,-0.012819573684143517,0.011358950140265039,1.2737106478549383,0.2590717174291166,PCRSE402,BMI,age
serum_creatinine,-0.06012141061324582,0.007902123051781429,57.885627705375555,2.7755575615628914e-14,PCRSE402,BMI,age
