Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier2,exposure_value,modifier2_value,outcome,modifier1,modifier1_value,modifier_var
0,0,1248529,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,NA,NA,NA
0,0,1248529,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,NA,NA,NA
0,0,1248529,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,NA,NA,NA
0.03968810919879027,0.0068960030939038686,1248529,0.02617194313473869,0.05320427526284185,Contrast 1,COHORThistorical,t,1,100,bmi,NA,NA,NA
6.908433608468142e-4,0.013223410732596393,1248529,-0.025227041675042115,0.026608728396735743,Contrast 1,COHORTexposed,t,1,100,bmi,NA,NA,NA
-0.03317631326094413,0.0058575660415920985,1248529,-0.044657142702464646,-0.02169548381942362,Contrast 1,COHORTunexposed,t,1,100,bmi,NA,NA,NA
0,0,1248523,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1248523,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1248523,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,sex_categoryMale,1,sex_category
0,0,1248523,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1248523,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
0,0,1248523,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,sex_categoryFemale,1,sex_category
0.010709496155581415,0.011068859805410797,1248523,-0.010985469063023747,0.03240446137418658,Contrast 1,COHORThistorical,t,1,100,bmi,sex_categoryMale,1,sex_category
0.02776142203544752,0.022827904241110475,1248523,-0.016981270277129007,0.07250411434802405,Contrast 1,COHORTexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
-0.04525168354392885,0.009022806821978297,1248523,-0.0629363849150063,-0.027566982172851386,Contrast 1,COHORTunexposed,t,1,100,bmi,sex_categoryMale,1,sex_category
0.05710917185147846,0.008828904953436951,1248523,0.03980451814274204,0.07441382556021488,Contrast 1,COHORThistorical,t,1,100,bmi,sex_categoryFemale,1,sex_category
-0.01530358199984859,0.016056147551846818,1248523,-0.04677363120146835,0.016166467201771173,Contrast 1,COHORTexposed,t,1,100,bmi,sex_categoryFemale,1,sex_category
-0.025124663175352793,0.007658148577344935,1248523,-0.040134634386948864,-0.01011469196375672,Contrast 1,COHORTunexposed,t,1,100,bmi,sex_categoryFemale,1,sex_category
0,0,1248517,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,age_category18 to 39,1,age_category
0,0,1248517,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,age_category18 to 39,1,age_category
0,0,1248517,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,age_category18 to 39,1,age_category
0,0,1248517,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,age_category40 to 64,1,age_category
0,0,1248517,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,age_category40 to 64,1,age_category
0,0,1248517,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,age_category40 to 64,1,age_category
0,0,1248517,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,age_category65 plus,1,age_category
0,0,1248517,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,age_category65 plus,1,age_category
0,0,1248517,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,age_category65 plus,1,age_category
0.10133977944530596,0.013294550825867939,1248517,0.07528245982660481,0.12739709906400712,Contrast 1,COHORThistorical,t,1,100,bmi,age_category18 to 39,1,age_category
0.05396320796794644,0.022565613958507508,1248517,0.009734604609271724,0.09819181132662115,Contrast 1,COHORTexposed,t,1,100,bmi,age_category18 to 39,1,age_category
0.07562882741258962,0.011909592881718984,1248517,0.05228602536442042,0.09897162946075883,Contrast 1,COHORTunexposed,t,1,100,bmi,age_category18 to 39,1,age_category
0.029588601307898713,0.010556780234297857,1248517,0.008897312048674912,0.05027989056712251,Contrast 1,COHORThistorical,t,1,100,bmi,age_category40 to 64,1,age_category
2.3357396630227512e-4,0.020450725362008218,1248517,-0.03984984774323383,0.04031699567583838,Contrast 1,COHORTexposed,t,1,100,bmi,age_category40 to 64,1,age_category
-0.04303831657828075,0.009594717772020474,1248517,-0.06184396341144088,-0.02423266974512062,Contrast 1,COHORTunexposed,t,1,100,bmi,age_category40 to 64,1,age_category
-0.006559569984220706,0.011945921297423438,1248517,-0.029973575727170645,0.016854435758729233,Contrast 1,COHORThistorical,t,1,100,bmi,age_category65 plus,1,age_category
-0.04984519543920548,0.024473066125406468,1248517,-0.09781240504500216,-0.001877985833408806,Contrast 1,COHORTexposed,t,1,100,bmi,age_category65 plus,1,age_category
-0.09056939731168465,0.008459029681102705,1248517,-0.10714909548664595,-0.07398969913672335,Contrast 1,COHORTunexposed,t,1,100,bmi,age_category65 plus,1,age_category
0,0,1194958,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,raceeth_categoryHispanic,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,raceeth_categoryHispanic,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,raceeth_categoryHispanic,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,raceeth_categoryNH White,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,raceeth_categoryNH White,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,raceeth_categoryNH White,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,raceeth_categoryNH Black,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,raceeth_categoryNH Black,1,raceeth_category
0,0,1194958,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,raceeth_categoryNH Black,1,raceeth_category
-0.01167933351007319,0.015063325649677786,1194958,-0.041203451783441654,0.01784478476329527,Contrast 1,COHORThistorical,t,1,100,bmi,raceeth_categoryHispanic,1,raceeth_category
0.03312319949620714,0.02513091359188551,1194958,-0.01613339114388846,0.08237979013630273,Contrast 1,COHORTexposed,t,1,100,bmi,raceeth_categoryHispanic,1,raceeth_category
-0.011902931720214598,0.01835619876472875,1194958,-0.047881081299082945,0.02407521785865375,Contrast 1,COHORTunexposed,t,1,100,bmi,raceeth_categoryHispanic,1,raceeth_category
0.049206678227380216,0.009402315729406852,1194958,0.030778139397742786,0.06763521705701764,Contrast 1,COHORThistorical,t,1,100,bmi,raceeth_categoryNH White,1,raceeth_category
-0.024447295244198572,0.018901253231210724,1194958,-0.06149375157737159,0.012599161088974443,Contrast 1,COHORTexposed,t,1,100,bmi,raceeth_categoryNH White,1,raceeth_category
-0.04078011113009168,0.007485701368628617,1194958,-0.055452085812603774,-0.026108136447579592,Contrast 1,COHORTunexposed,t,1,100,bmi,raceeth_categoryNH White,1,raceeth_category
0.05716454588332266,0.015282298669840861,1194958,0.027211240490434576,0.08711785127621074,Contrast 1,COHORThistorical,t,1,100,bmi,raceeth_categoryNH Black,1,raceeth_category
0.0024924384317117493,0.02664383859166068,1194958,-0.04972948520794318,0.05471436207136668,Contrast 1,COHORTexposed,t,1,100,bmi,raceeth_categoryNH Black,1,raceeth_category
-0.03236412628070051,0.011704867727230464,1194958,-0.05530566702607222,-0.009422585535328803,Contrast 1,COHORTunexposed,t,1,100,bmi,raceeth_categoryNH Black,1,raceeth_category
0,0,1248524,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,hospitalization,1,hospitalization_category
0,0,1248524,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,hospitalization,1,hospitalization_category
0,0,1248524,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,hospitalization,1,hospitalization_category
0,0,1248524,0,0,Contrast 1,COHORThistorical,t,1,0,bmi,,1,hospitalization_category
0,0,1248524,0,0,Contrast 1,COHORTexposed,t,1,0,bmi,,1,hospitalization_category
0,0,1248524,0,0,Contrast 1,COHORTunexposed,t,1,0,bmi,,1,hospitalization_category
0.06478253203626128,0.03351029389734691,1248524,-8.976440025386667e-4,0.13046270807506122,Contrast 1,COHORThistorical,t,1,100,bmi,hospitalization,1,hospitalization_category
0.013985090644333448,0.032012271265314356,1248524,-0.04875896103568269,0.07672914232434959,Contrast 1,COHORTexposed,t,1,100,bmi,hospitalization,1,hospitalization_category
-0.016365832692101744,0.011139168951901672,1248524,-0.03819860383782902,0.0054669384536255305,Contrast 1,COHORTunexposed,t,1,100,bmi,hospitalization,1,hospitalization_category
0.03739435754633318,0.006564154341786113,1248524,0.024528615036432402,0.050260100056233964,Contrast 1,COHORThistorical,t,1,100,bmi,,1,hospitalization_category
-7.574596552286164e-4,0.01231140132943565,1248524,-0.02488780626092249,0.023372886950465258,Contrast 1,COHORTexposed,t,1,100,bmi,,1,hospitalization_category
-0.03703016809057267,0.006555736050340672,1248524,-0.04987941074924039,-0.02418092543190495,Contrast 1,COHORTunexposed,t,1,100,bmi,,1,hospitalization_category
